,index,Unnamed: 0,model_id,selected,fold,repetition,num_neurons,weight_regularization,monitored_metric,loss,epoch,activation_name,architecture_id,train_overall_acc,train_matthews_corrcoef,validation_overall_acc,validation_matthews_corrcoef,holdout_overall_acc,holdout_matthews_corrcoef,test_overall_acc,test_matthews_corrcoef,dominant_solution,mean_diffs,dataset,run,experiment,validation_loss,holdout_loss,group,policy,mcdm_tuples
1757135,1857935,16406735,1898,False,2,2,99,7.8e-05,0.906433,0.234318,41,LeakyReLU(negative_slope=0.01),298,0.923141,0.823888,0.906433,0.78429,0.920078,0.816723,0.935673,0.852327,False,0.01113866666666663,car(3),11,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1760131,1860931,16409731,1798,False,1,1,99,0.000122,0.959064,0.145065,99,LeakyReLU(negative_slope=0.01),298,0.967419,0.92753,0.959064,0.910182,0.966862,0.926525,0.959064,0.908362,False,0.005570000000000001,car(3),4,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1765166,1865966,16414766,1898,False,2,2,99,0.00012,0.959064,0.12715,96,LeakyReLU(negative_slope=0.01),298,0.964077,0.920178,0.959064,0.909966,0.964262,0.920842,0.953216,0.895149,False,0.0034653333333332834,car(3),8,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1770634,1871434,16420234,1898,False,2,2,99,0.00012,0.959064,0.111173,99,LeakyReLU(negative_slope=0.01),298,0.963241,0.918338,0.959064,0.908263,0.961663,0.914562,0.953216,0.894622,False,0.0027846666666666575,car(3),10,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1779401,1880201,16429001,1998,False,3,3,99,9.8e-05,0.926901,0.210857,70,LeakyReLU(negative_slope=0.01),298,0.946533,0.879918,0.926901,0.837,0.94217,0.870623,0.953216,0.896096,False,0.013087999999999989,car(3),7,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1781784,1882584,16431384,2098,False,4,4,99,0.000115,0.95614,0.140376,96,LeakyReLU(negative_slope=0.01),298,0.9599,0.910614,0.95614,0.902151,0.960364,0.911812,0.964912,0.921654,False,0.002816000000000004,car(3),12,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1790795,1891595,16440395,2098,False,4,4,99,0.000102,0.932749,0.170689,77,LeakyReLU(negative_slope=0.01),298,0.956558,0.903544,0.932749,0.848413,0.951267,0.890801,0.959064,0.908362,False,0.015872666666666646,car(3),3,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1795500,1896300,16445100,1798,False,1,1,99,0.000117,0.95614,0.142386,93,LeakyReLU(negative_slope=0.01),298,0.965748,0.923881,0.95614,0.903037,0.962963,0.918032,0.97076,0.934117,False,0.006405333333333374,car(3),15,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1802071,1902871,16451671,2198,False,5,5,99,0.000119,0.938596,0.138115,99,LeakyReLU(negative_slope=0.01),298,0.965748,0.923676,0.938596,0.860796,0.961014,0.912826,0.953216,0.895183,False,0.018101333333333375,car(3),1,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1806931,1907731,16456531,1998,False,3,3,99,0.000121,0.950292,0.139939,96,LeakyReLU(negative_slope=0.01),298,0.966583,0.925755,0.950292,0.890071,0.964262,0.920683,0.959064,0.908362,False,0.01086066666666663,car(3),16,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
