,index,Unnamed: 0,model_id,selected,fold,repetition,num_neurons,weight_regularization,monitored_metric,loss,epoch,activation_name,architecture_id,train_overall_acc,train_matthews_corrcoef,validation_overall_acc,validation_matthews_corrcoef,holdout_overall_acc,holdout_matthews_corrcoef,test_overall_acc,test_matthews_corrcoef,dominant_solution,mean_diffs,dataset,run,experiment,validation_loss,holdout_loss,group,policy,mcdm_tuples
388683,388683,12719883,999,False,1,1,100,0.000112,0.950867,0.171991,93,ReLU(),199,0.958678,0.911529,0.950867,0.892001,0.959512,0.912451,0.94186,0.87585,False,0.0057633333333333425,car(3),1,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
395746,395746,12726946,1199,False,3,3,100,0.00011,0.945087,0.156854,95,ReLU(),199,0.961157,0.915278,0.945087,0.879804,0.956941,0.906639,0.924419,0.831612,False,0.010713333333333352,car(3),16,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
401062,401062,12732262,1099,False,2,2,100,0.000111,0.936416,0.188991,93,ReLU(),199,0.957851,0.908752,0.936416,0.859547,0.955013,0.901726,0.918605,0.821338,False,0.014289999999999988,car(3),6,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
405361,405361,12736561,2817,False,4,4,18,4.4e-05,0.79,0.503205,94,SELU(),317,0.741429,0.327904,0.79,0.463713,0.767778,0.398548,0.71,0.251805,False,0.03238066666666669,credit-g,17,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
410206,410206,12741406,2417,False,0,0,18,2.4e-05,0.72,0.553019,59,SELU(),317,0.738571,0.291984,0.72,0.218218,0.725556,0.243445,0.71,0.153522,False,0.01238066666666667,credit-g,18,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
415279,415279,12746479,2917,False,5,5,18,3.6e-05,0.74,0.534281,92,SELU(),317,0.75,0.341733,0.74,0.300376,0.742222,0.304246,0.75,0.333553,False,0.006666666666666672,credit-g,2,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
420904,420904,12752104,2517,False,1,1,18,3.1e-05,0.735,0.525612,42,SELU(),317,0.737143,0.291805,0.735,0.269978,0.725556,0.227618,0.77,0.419079,False,0.007724666666666676,credit-g,5,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
426903,426903,12758103,3017,False,6,6,18,3.7e-05,0.75,0.563139,99,SELU(),317,0.767143,0.400884,0.75,0.327791,0.76,0.362613,0.75,0.336123,False,0.011428666666666679,credit-g,0,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
432107,432107,12763307,3017,False,6,6,18,5e-05,0.78,0.515129,96,SELU(),317,0.775714,0.414317,0.78,0.453557,0.768889,0.446276,0.81,0.55204,False,0.007407333333333321,credit-g,13,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
438889,438889,12770089,2717,False,3,3,18,3.9e-05,0.78,0.509298,87,SELU(),317,0.75,0.336993,0.78,0.436436,0.763333,0.374036,0.77,0.397236,True,0.020000000000000018,credit-g,14,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
